Artikelnummer;Produktnamn;Pris exkl. moms;KategoriID;Dölj produkt
PPST596-42;"";168,0000;;
PPST596-42.attr1;"";200,0000;;
PPST596-41;"";176,0000;;
PPST596-41.attr1;"";208,0000;;
PS12101;"Medalj Innebandy 40mm";12,0000;"191;245";1
PS121041;"";12,0000;;
PS121011.strk1;"Medalj Fotboll 40mm i guld, silver & brons";13,6000;"186;245";1
PS121012;"";13,6000;;
PS121013;"";13,6000;;
PS121012.attr1;"";27,2000;;
PS121013.attr1;"";27,2000;;
PS121021.strk1;"Medalj Ishockey 40mm";20,0000;"192;289";0
PS121021;"";20,0000;;
PS121022;"";20,0000;;
PS121023;"";20,0000;;
PS121061.strk1;"Medalj Handboll 40mm";13,6000;"189;289";0
PS121062;"";13,6000;;
PS121063;"";13,6000;;
PS121062.attr1;"";27,2000;;
PS121063.attr1;"";27,2000;;
PS125051.strk1;"Mässingsplakett";88,0000;"122";0
PS125051;"";88,0000;;
PS125051.attr1;"";128,0000;;
PS125052;"";88,0000;;
PS125052.attr1;"";128,0000;;
PS125053;"";88,0000;;
PS125053.attr1;"";128,0000;;
PS1289.strk1;"Celtic Mounted Quaich Bowl";1480,0000;"125";0
PS1289A;"";1480,0000;;
PS1289A.attr1;"";1640,0000;;
PS1289C;"";2400,0000;;
PS1289C.attr1;"";2560,0000;;
PS1289E;"";4720,0000;;
PS1289E.attr1;"";4960,0000;;
PS42/3-767;"Soccer Swatkins Supreme Awards";10200,0000;"186;253";0
PS4700.strk1;"Monaco blank mässing 115x60 mm";380,0000;"263";0
PS4700;"";380,0000;;
PS4700.attr1;"";380,0000;;
PS4700.attr2;"";380,0000;;
PS4700.attr3;"";380,0000;;
PS4700.attr4;"";380,0000;;
PS4709.strk1;"Victoria borstad/oxid mässing 138x76 mm";420,0000;"263";0
PS4709;"";420,0000;;
PS4709.attr1;"";576,0000;;
PS4709.attr2;"";420,0000;;
PS4709.attr3;"";576,0000;;
PS4709.attr4;"";420,0000;;
PS4709.attr5;"";576,0000;;
PS4709.attr6;"";420,0000;;
PS4709.attr7;"";576,0000;;
PS4709.attr8;"";420,0000;;
PS4709.attr9;"";576,0000;;
PS4709.attr10;"";420,0000;;
PS4709.attr11;"";576,0000;;
PS4710.strk1;"Capri blank mässing 75x50 mm";316,0000;"263";0
PS4710;"";316,0000;;
PS4710.attr1;"";316,0000;;
PS4710.attr2;"";316,0000;;
PS4710.attr3;"";316,0000;;
PS4710.attr4;"";316,0000;;
PS4710.attr5;"";316,0000;;
PS47101.strk1;"Palermo borstad mässing 165x83 mm";472,0000;"263";0
PS47101;"";472,0000;;
PS47101.attr1;"";628,0000;;
PS47101.attr2;"";472,0000;;
PS47101.attr3;"";628,0000;;
PS47101.attr4;"";472,0000;;
PS47101.attr5;"";628,0000;;
PS47101.attr6;"";472,0000;;
PS47101.attr7;"";628,0000;;
PS47101.attr8;"";472,0000;;
PS47101.attr9;"";628,0000;;
PS47103.strk1;"Palermo lackerad svart mässing 165x83 mm";472,0000;"263";0
PS47103;"";472,0000;;
PS47103.attr1;"";628,0000;;
PS47103.attr2;"";472,0000;;
PS47103.attr3;"";448,0000;;
PS47103.attr4;"";472,0000;;
PS47103.attr5;"";628,0000;;
PS47103.attr6;"";472,0000;;
PS47103.attr7;"";628,0000;;
PS47103.attr8;"";472,0000;;
PS47103.attr9;"";628,0000;;
PS4717.strk1;"Delta borstad/oxid mässing 150x70 mm";420,0000;"263";0
PS4717;"";420,0000;;
PS4717.attr1;"";576,0000;;
PS4717.attr2;"";420,0000;;
PS4717.attr3;"";576,0000;;
PS4717.attr4;"";420,0000;;
PS4717.attr5;"";576,0000;;
PS4717.attr6;"";420,0000;;
PS4717.attr7;"";576,0000;;
PS4717.attr8;"";420,0000;;
PS4717.attr9;"";576,0000;;
PS4717.attr10;"";420,0000;;
PS4717.attr11;"";576,0000;;
PS47230.strk1;"Ferrara blank mässing 260x100 mm";1196,0000;"263";0
PS47230;"";1196,0000;;
PS47230.attr1;"";1436,0000;;
PS47230.attr2;"";1196,0000;;
PS47230.attr3;"";1436,0000;;
PS47230.attr4;"";1196,0000;;
PS47230.attr5;"";1436,0000;;
PS47230.attr6;"";1196,0000;;
PS47230.attr7;"";1436,0000;;
PS47230.attr8;"";1196,0000;;
PS47230.attr9;"";1436,0000;;
PS47234.strk1;"Ferrara blank mässing 400x200 mm";2156,0000;"263";0
PS47234;"";2156,0000;;
PS47234.attr1;"";2316,0000;;
PS47234.attr2;"";2476,0000;;
PS47234.attr3;"";2636,0000;;
PS47234.attr4;"";2156,0000;;
PS47234.attr5;"";2316,0000;;
PS47234.attr6;"";2476,0000;;
PS47234.attr7;"";2636,0000;;
PS47234.attr8;"";2156,0000;;
PS47234.attr9;"";2316,0000;;
PS47234.attr10;"";2476,0000;;
PS47234.attr11;"";2636,0000;;
PS47234.attr12;"";2156,0000;;
PS47234.attr13;"";2316,0000;;
PS47234.attr14;"";2476,0000;;
PS47234.attr15;"";2636,0000;;
PS47234.attr16;"";2156,0000;;
PS47234.attr17;"";2316,0000;;
PS47234.attr18;"";2476,0000;;
PS47234.attr19;"";2636,0000;;
PS47234.attr20;"";2156,0000;;
PS47234.attr21;"";2316,0000;;
PS47234.attr22;"";2476,0000;;
PS47234.attr23;"";2636,0000;;
PS4727.strk1;"Taormina blank mässing 155x45 mm";436,0000;"263";0
PS4727;"";436,0000;;
PS4727.attr1;"";592,0000;;
PS4727.attr2;"";436,0000;;
PS4727.attr3;"";592,0000;;
PS4727.attr4;"";436,0000;;
PS4727.attr5;"";592,0000;;
PS4727.attr6;"";436,0000;;
PS4727.attr7;"";592,0000;;
PS4727.attr8;"";436,0000;;
PS4727.attr9;"";592,0000;;
PS4727.attr10;"";436,0000;;
PS4727.attr11;"";592,0000;;
PS4729.strk1;"Taormina förnicklad mässing 155x45 mm";436,0000;"263";0
PS4729;"";436,0000;;
PS4729.attr1;"";592,0000;;
PS4729.attr2;"";436,0000;;
PS4729.attr3;"";592,0000;;
PS4729.attr4;"";436,0000;;
PS4729.attr5;"";592,0000;;
PS4729.attr6;"";436,0000;;
PS4729.attr7;"";592,0000;;
PS4729.attr8;"";436,0000;;
PS4729.attr9;"";592,0000;;
PS4729.attr10;"";436,0000;;
PS4729.attr11;"";592,0000;;
PS4736.strk1;"Elisse blank mässing 140x70 mm";476,0000;"263";0
PS4736;"";476,0000;;
PS4736.attr1;"";632,0000;;
PS4736.attr2;"";476,0000;;
PS4736.attr3;"";632,0000;;
PS4736.attr4;"";476,0000;;
PS4736.attr5;"";632,0000;;
PS4736.attr6;"";476,0000;;
PS4736.attr7;"";632,0000;;
PS4736.attr8;"";476,0000;;
PS4736.attr9;"";632,0000;;
PS4736.attr10;"";476,0000;;
PS4736.attr11;"";632,0000;;
PS4739.strk1;"Elisse förnicklad mässing 140x70 mm";476,0000;"263";0
PS4739;"";476,0000;;
PS4739.attr1;"";632,0000;;
PS4739.attr2;"";476,0000;;
PS4739.attr3;"";632,0000;;
PS4739.attr4;"";476,0000;;
PS4739.attr5;"";632,0000;;
PS4739.attr6;"";476,0000;;
PS4739.attr7;"";632,0000;;
PS4739.attr8;"";476,0000;;
PS4739.attr9;"";632,0000;;
PS4739.attr10;"";476,0000;;
PS4739.attr11;"";632,0000;;
PS47409.strk1;"Fasadsiffror Matt Guld 205mm. Nr 0-9";232,0000;"288";0
PS47409;"";232,0000;;
PS47408;"";232,0000;;
PS47407;"";232,0000;;
PS47406;"";232,0000;;
PS47405;"";232,0000;;
PS47404;"";232,0000;;
PS47403;"";232,0000;;
PS47402;"";232,0000;;
PS47401;"";232,0000;;
PS47400;"";232,0000;;
PS4741.strk1;"Genua II borstad mässing 160x60 mm";540,0000;"263";0
PS4741;"";540,0000;;
PS4741.attr1;"";696,0000;;
PS4741.attr2;"";540,0000;;
PS4741.attr3;"";696,0000;;
PS4741.attr4;"";540,0000;;
PS4741.attr5;"";696,0000;;
PS4741.attr6;"";540,0000;;
PS4741.attr7;"";696,0000;;
PS4741.attr8;"";540,0000;;
PS4741.attr9;"";696,0000;;
PS4741.attr10;"";540,0000;;
PS4741.attr11;"";696,0000;;
PS47410.strk1;" Fasad Bokstav A, Matt Guld 145mm";232,0000;"288";0
PS47410;"";232,0000;;
PS47411;"";232,0000;;
PS47412;"";232,0000;;
PS47413;"";232,0000;;
PS47414;"";232,0000;;
PS47415;"";232,0000;;
PS4744.strk1;"Ovale blank mässing 120x60 mm";372,0000;"263";0
PS4744;"";372,0000;;
PS4744.attr1;"";448,0000;;
PS4744.attr2;"";372,0000;;
PS4744.attr3;"";448,0000;;
PS4744.attr4;"";372,0000;;
PS4744.attr5;"";448,0000;;
PS4744.attr6;"";372,0000;;
PS4744.attr7;"";448,0000;;
PS4744.attr8;"";372,0000;;
PS4744.attr9;"";448,0000;;
PS4744.attr10;"";372,0000;;
PS4744.attr11;"";448,0000;;
PS4745.strk1;"Ovale förnicklad mässing 120x60 mm";372,0000;"263";0
PS4745;"";372,0000;;
PS4745.attr1;"";448,0000;;
PS4745.attr2;"";372,0000;;
PS4745.attr3;"";448,0000;;
PS4745.attr4;"";372,0000;;
PS4745.attr5;"";448,0000;;
PS4745.attr6;"";372,0000;;
PS4745.attr7;"";448,0000;;
PS4745.attr8;"";372,0000;;
PS4745.attr9;"";448,0000;;
PS4745.attr10;"";372,0000;;
PS4745.attr11;"";448,0000;;
PS4749.strk1;"Genua I borstad mässing 120x55 mm";500,0000;"263";0
PS4749;"";500,0000;;
PS4749.attr1;"";656,0000;;
PS4749.attr2;"";500,0000;;
PS4749.attr3;"";656,0000;;
PS4749.attr4;"";500,0000;;
PS4749.attr5;"";656,0000;;
PS4749.attr6;"";500,0000;;
PS4749.attr7;"";656,0000;;
PS4749.attr8;"";500,0000;;
PS4749.attr9;"";656,0000;;
PS4749.attr10;"";500,0000;;
PS4749.attr11;"";656,0000;;
PS47509.strk1;"Fasadsiffror Mörk Oxid 205mm. Nr 0-9";232,0000;"288";0
PS47509;"";232,0000;;
PS47508;"";232,0000;;
PS47507;"";232,0000;;
PS47506;"";232,0000;;
PS47505;"";232,0000;;
PS47504;"";232,0000;;
PS47503;"";232,0000;;
PS47502;"";232,0000;;
PS47501;"";232,0000;;
PS47500;"";232,0000;;
PS47510.strk1;"Fasadbokstav A, Mörk oxiderad metall 145mm";232,0000;"288";0
PS47510;"";232,0000;;
PS47511;"";232,0000;;
PS47512;"";232,0000;;
PS47513;"";232,0000;;
PS47514;"";232,0000;;
PS47515;"";232,0000;;
PS4752.strk1;"Salisburgo blank mässing 130x50 mm";380,0000;"263";0
PS4752;"";380,0000;;
PS4752.attr1;"";536,0000;;
PS4752.attr2;"";380,0000;;
PS4752.attr3;"";536,0000;;
PS4752.attr4;"";380,0000;;
PS4752.attr5;"";536,0000;;
PS4752.attr6;"";380,0000;;
PS4752.attr7;"";536,0000;;
PS4752.attr8;"";380,0000;;
PS4752.attr9;"";536,0000;;
PS4752.attr10;"";380,0000;;
PS4752.attr11;"";536,0000;;
PS47526.strk1;"Valencia dörrkläpp guld 195x95 mm";780,0000;"263";0
PS47526;"";780,0000;;
PS47526.attr1;"";936,0000;;
PS47526.attr2;"";780,0000;;
PS47526.attr3;"";936,0000;;
PS47526.attr4;"";780,0000;;
PS47526.attr5;"";936,0000;;
PS47526.attr6;"";780,0000;;
PS47526.attr7;"";936,0000;;
PS47526.attr8;"";780,0000;;
PS47526.attr9;"";936,0000;;
PS47526.attr10;"";780,0000;;
PS47526.attr11;"";936,0000;;
PS47537.strk1;"Andorra guld 200x62mm";328,0000;"263";0
PS47537;"";328,0000;;
PS47537.attr1;"";472,0000;;
PS47537.attr2;"";328,0000;;
PS47537.attr3;"";472,0000;;
PS47537.attr4;"";328,0000;;
PS47537.attr5;"";472,0000;;
PS47537.attr6;"";328,0000;;
PS47537.attr7;"";472,0000;;
PS47537.attr8;"";328,0000;;
PS47537.attr9;"";472,0000;;
PS47537.attr10;"";328,0000;;
PS47537.attr11;"";472,0000;;
PS47538.strk1;"Andorra svartlackad mässing 200x62mm";328,0000;"263";0
PS47538;"";328,0000;;
PS47538.attr1;"";472,0000;;
PS47538.attr2;"";328,0000;;
PS47538.attr3;"";472,0000;;
PS47538.attr4;"";328,0000;;
PS47538.attr5;"";472,0000;;
PS47538.attr6;"";328,0000;;
PS47538.attr7;"";472,0000;;
PS47538.attr8;"";328,0000;;
PS47538.attr9;"";472,0000;;
PS47538.attr10;"";328,0000;;
PS47538.attr11;"";472,0000;;
PS4754.strk1;"Salisburgo förnicklad mässing 130x50 mm";380,0000;"263";0
PS4754;"";380,0000;;
PS4754.attr1;"";536,0000;;
PS4754.attr2;"";380,0000;;
PS4754.attr3;"";536,0000;;
PS4754.attr4;"";380,0000;;
PS4754.attr5;"";536,0000;;
PS4754.attr6;"";380,0000;;
PS4754.attr7;"";536,0000;;
PS4754.attr8;"";380,0000;;
PS4754.attr9;"";536,0000;;
PS4756.strk1;"Bremen I blank mässing 155x60 mm";536,0000;"263";0
PS4756;"";536,0000;;
PS4756.attr1;"";692,0000;;
PS4756.attr2;"";536,0000;;
PS4756.attr3;"";692,0000;;
PS4756.attr4;"";536,0000;;
PS4756.attr5;"";692,0000;;
PS4756.attr6;"";536,0000;;
PS4756.attr7;"";692,0000;;
PS4756.attr8;"";536,0000;;
PS4756.attr9;"";692,0000;;
PS4756.attr10;"";536,0000;;
PS4756.attr11;"";692,0000;;
PS4757.strk1;"Bremen II blank mässing 125x42 mm";472,0000;"263";0
PS4757;"";472,0000;;
PS4757.attr1;"";628,0000;;
PS4757.attr2;"";472,0000;;
PS4757.attr3;"";628,0000;;
PS4757.attr4;"";472,0000;;
PS4757.attr5;"";628,0000;;
PS4757.attr6;"";472,0000;;
PS4757.attr7;"";628,0000;;
PS4757.attr8;"";472,0000;;
PS4757.attr9;"";628,0000;;
PS4757.attr10;"";472,0000;;
PS4757.attr11;"";628,0000;;
PS4760.strk1;"Antares blank mässing 123x70 mm";404,0000;"263";0
PS4760;"";404,0000;;
PS4760.attr1;"";560,0000;;
PS4760.attr2;"";404,0000;;
PS4760.attr3;"";560,0000;;
PS4760.attr4;"";404,0000;;
PS4760.attr5;"";560,0000;;
PS4760.attr6;"";404,0000;;
PS4760.attr7;"";560,0000;;
PS4760.attr8;"";404,0000;;
PS4760.attr9;"";560,0000;;
PS4760.attr10;"";404,0000;;
PS4760.attr11;"";560,0000;;
PS47609.strk1;"Fasadsiffror Matt Krom 205mm. Nr 0-9";232,0000;"288";0
PS47609;"";232,0000;;
PS47608;"";232,0000;;
PS47607;"";232,0000;;
PS47606;"";232,0000;;
PS47605;"";232,0000;;
PS47604;"";232,0000;;
PS47603;"";232,0000;;
PS47602;"";232,0000;;
PS47601;"";232,0000;;
PS47600;"";232,0000;;
PS47610.strk1;" Fasad Bokstav A, Matt Krom 145mm";232,0000;"288";0
PS47610;"";232,0000;;
PS47611;"";232,0000;;
PS47612;"";232,0000;;
PS47613;"";232,0000;;
PS47614;"";232,0000;;
PS47615;"";232,0000;;
PS4762.strk1;"Antares föricklad mässing 123x70 mm";404,0000;"263";0
PS4762;"";404,0000;;
PS4762.attr1;"";560,0000;;
PS4762.attr2;"";404,0000;;
PS4762.attr3;"";560,0000;;
PS4762.attr4;"";404,0000;;
PS4762.attr5;"";560,0000;;
PS4762.attr6;"";404,0000;;
PS4762.attr7;"";560,0000;;
PS4762.attr8;"";404,0000;;
PS4762.attr9;"";560,0000;;
PS4762.attr10;"";404,0000;;
PS4762.attr11;"";560,0000;;
PS4766;"Ovale Bordo Blank mässing 145x73 utan hål";396,0000;"263";0
PS4766.aria1r;"";396,0000;;
PS4766.aria2r;"";552,0000;;
PS4766.time1r;"";396,0000;;
PS4766.time2r;"";552,0000;;
PS4766.gara1r;"";396,0000;;
PS4766.gara2r;"";552,0000;;
PS4766.mono1r;"";396,0000;;
PS4766.mono2r;"";552,0000;;
PS4766.vinq1r;"";396,0000;;
PS4766.vinq2r;"";552,0000;;
PS4766.eget1r;"";396,0000;;
PS4766.eget2r;"";552,0000;;
PS4767.strk1;"Ovale Piatta Blank mässing 145x73 utan hål";396,0000;"263";0
PS4767;"";396,0000;;
PS4767.attr1;"";552,0000;;
PS4767.attr2;"";396,0000;;
PS4767.attr3;"";552,0000;;
PS4767.attr4;"";396,0000;;
PS4767.attr5;"";552,0000;;
PS4767.attr6;"";396,0000;;
PS4767.attr7;"";552,0000;;
PS4767.attr8;"";396,0000;;
PS47679.attr9;"";552,0000;;
PS4767.attr10;"";396,0000;;
PS4767.attr11;"";552,0000;;
PS4770.strk1;"Bologna blank mässing 120x55 mm";476,0000;"263";0
PS4770;"";476,0000;;
PS4770.attr1;"";632,0000;;
PS4770.attr2;"";476,0000;;
PS4770.attr3;"";632,0000;;
PS4770.attr4;"";476,0000;;
PS4770.attr5;"";632,0000;;
PS4770.attr6;"";476,0000;;
PS4770.attr7;"";632,0000;;
PS4770.attr8;"";476,0000;;
PS4770.attr9;"";632,0000;;
PS4770.attr10;"";476,0000;;
PS4770.attr11;"";632,0000;;
PS4772.strk1;"Bologna förnicklad mässing 120x55 mm";476,0000;"263";0
PS4772;"";476,0000;;
PS4772.attr1;"";632,0000;;
PS4772.attr2;"";476,0000;;
PS4772.attr3;"";632,0000;;
PS4772.attr4;"";476,0000;;
PS4772.attr5;"";632,0000;;
PS4772.attr6;"";476,0000;;
PS4772.attr7;"";632,0000;;
PS4772.attr8;"";476,0000;;
PS4772.attr9;"";632,0000;;
PS4772.attr10;"";476,0000;;
PS4772.attr11;"";632,0000;;
PS4775.strk1;"Torino blank mässing 170x70 mm";560,0000;"263";0
PS4775;"";560,0000;;
PS4775.attr1;"";716,0000;;
PS4775.attr2;"";560,0000;;
PS4775.attr3;"";716,0000;;
PS4775.attr4;"";560,0000;;
PS4775.attr5;"";716,0000;;
PS4775.attr6;"";560,0000;;
PS4775.attr7;"";716,0000;;
PS4775.attr8;"";560,0000;;
PS4775.attr9;"";716,0000;;
PS4775.attr10;"";560,0000;;
PS4775.attr11;"";716,0000;;
PS4777.strk1;"Torino förnicklad mässing 170x70 mm";560,0000;"263";0
PS4777;"";560,0000;;
PS4777.attr1;"";716,0000;;
PS4777.attr2;"";560,0000;;
PS4777.attr3;"";716,0000;;
PS4777.attr4;"";560,0000;;
PS4777.attr5;"";716,0000;;
PS4777.attr6;"";560,0000;;
PS4777.attr7;"";716,0000;;
PS4777.attr8;"";560,0000;;
PS4777.attr9;"";716,0000;;
PS4777.attr10;"";560,0000;;
PS4777.attr11;"";716,0000;;
PS4782.strk1;"Ferrara förnicklad mässing 260x100 mm";1196,0000;"263";0
PS4782;"";1196,0000;;
PS4782;"";1436,0000;;
PS4782;"";1196,0000;;
PS4782;"";1436,0000;;
PS4782;"";1196,0000;;
PS4782;"";1436,0000;;
PS4782;"";1196,0000;;
PS4782;"";1436,0000;;
PS4782;"";1196,0000;;
PS4782;"";1436,0000;;
PS4788.strk1;"Torino blank mässing 170x70 mm utan hål";600,0000;"263";0
PS4788;"";600,0000;;
PS4788.attr1;"";796,0000;;
PS4788.attr2;"";600,0000;;
PS4788.attr3;"";796,0000;;
PS4788.attr4;"";600,0000;;
PS4788.attr5;"";796,0000;;
PS4788.attr6;"";600,0000;;
PS4788.attr7;"";796,0000;;
PS4788.attr8;"";600,0000;;
PS4788.attr9;"";796,0000;;
PS4788.attr10;"";600,0000;;
PS4788.attr11;"";796,0000;;
PS4789.strk1;"Torino förnicklad mässing 170x70 mm utan hål";600,0000;"263";0
PS4789;"";600,0000;;
PS4789.attr1;"";796,0000;;
PS4789.attr2;"";600,0000;;
PS4789.attr3;"";796,0000;;
PS4789.attr4;"";600,0000;;
PS4789.attr5;"";796,0000;;
PS4789.attr6;"";600,0000;;
PS4789.attr7;"";796,0000;;
PS4789.attr8;"";600,0000;;
PS4789.attr9;"";796,0000;;
PS4789.attr10;"";600,0000;;
PS4789.attr11;"";796,0000;;
PS484G;"Pokal Cambridge 410mm";11988,0000;"253";0
PS503A;"The World Cup Bowl 310 mm hög";36116,0000;"253";0
PS553C;"";36116,0000;;
PS453C;"";24056,0000;;
PS51019.strk1;"Bandyklubba";23,2000;"206";0
PS51019;"";23,2000;;
PS51019.attr1;"";55,2000;;
PS52632.strk1;"Puck/klubba";76,0000;"192";1
PS52632;"";76,0000;;
PS52632.attr1;"";100,0000;;
PS549;"The Premier Golf Challenge Trophy";9920,0000;"227";1
PS54CL751B;"Regal Crown Trophy Silver 430mm";27440,0000;"253";0
PS54GPCL751B;"Regal Crown Trophy Gold 430mm";30436,0000;"253";0
PS54GPL750B;"Winners Crown Trophy Gold 410mm";24336,0000;"253";0
PS54L750B;"Winners Crown Trophy Silver 410mm";13480,0000;"253";0
PS56043M10701M.strk1;"Innebandyboll i mässing";248,0000;"191";0
PS56043M10701M;"";248,0000;;
PS56043M10701M.attr1;"";288,0000;;
PS56045.strk1;"Curlingsten glas";744,0000;"206;211";0
PS56045;"";744,0000;;
PS56045.attr1;"";796,0000;;
PS63124.strk1;"Bowling Inge herrfigur";160,0000;"197";0
PS63124;"";160,0000;;
PS63124.attr1;"";200,0000;;
PS63138.strk1;"Felix";28,0000;"186";0
PS63138;"";28,0000;;
PS63138.attr1;"";60,0000;;
PS63139.attr1;"Tilde";60,0000;"186";1
PS63139.grav40;"";60,0000;;
PS63145.strk1;"Ishockey Handske";48,0000;"192;277";0
PS63145;"";48,0000;;
PS63145.attr1;"";79,2000;;
PS63150.strk1;"Johanna";24,0000;"191";0
PS63150;"";24,0000;;
PS63150.attr1;"";56,0000;;
PS63166.strk1;"Pierre";224,0000;"197";0
PS63166.attr1;"";224,0000;;
PS63167.strk1;"Hilda";224,0000;"197";0
PS63167.attr1;"";224,0000;;
PS63200.strk1;"Conny";24,0000;"191";1
PS63200;"";24,0000;;
PS63200.attr1;"";56,0000;;
PS673B;"Silverplated Tankard";1196,0000;"125";0
PS70011.strk1;"Medaljband Gul/Blå/Vit/Röd";4,8000;"247;274";0
PS70011;"";4,8000;;
PS70011.R;"";4,0000;;
PS74000.strk1;"Medaljetui ekonomi 40/50 mm";26,4000;"248;290";0
PS74000;"";26,4000;;
PBB66;"";28,0000;;
PS779;"Bowling";10120,0000;"197;253";1
PS895-1000.strk1;"Medaljong i mässing";236,0000;"122";1
PS895-1000;"";236,0000;;
PS895-1000.attr1;"";276,0000;;
PS895-1000.attr2;"";316,0000;;
PS895-1000.attr3;"";356,0000;;
PS982007B;"Aluminium Oval Brons";160,0000;"132";0
PS982007BN;"";160,0000;;
PS982007BM;"";176,0000;;
PS982007BLÅ;"Aluminium Oval Blå";160,0000;"132";0
PS982007BLÅN;"";160,0000;;
PS982007BLÅM;"";176,0000;;
PS982007BS;"Aluminium Oval Blank Silver";160,0000;"132";0
PS982007BSN;"";160,0000;;
PS982007BSM;"";176,0000;;
PS982007DB;"Aluminium Oval Svart";160,0000;"132";0
PS982007DBN;"";160,0000;;
PS982007DBM;"";176,0000;;
PS982007G;"Aluminium Oval Guld";160,0000;"132";0
PS982007G_001N;"";160,0000;;
PS982007G_002M;"";176,0000;;
PS982007GRÖN;"Aluminium Oval Grön";160,0000;"132";0
PS982007GRÖNN;"";160,0000;;
PS982007GRÖNM;"";176,0000;;
PS982007OR;"Aluminium Oval Orange";160,0000;"132";0
PS982007ORN;"";160,0000;;
PS982007ORM;"";176,0000;;
PS982007RÖD;"Aluminium Oval Röd";160,0000;"132";0
PS982007RÖDN;"";160,0000;;
PS982007RÖDM;"";176,0000;;
PS982007S;"Aluminium Oval Silver";160,0000;"132";0
PS982007SN;"";160,0000;;
PS982007SM;"";176,0000;;
PSA100008.strk1;"Tombolalotter";132,0000;"214";0
PSA150000;"";132,0000;;
PSA100000;"";264,0000;;
PSA10008;"";436,0000;;
PSA202000.strk1;"Lottringar";56,0000;"214";0
PSA200000;"";56,0000;;
PSA201000;"";104,0000;;
PSA202000;"";152,0000;;
PSA203000;"Lottring Matchen";44,0000;"214";0
PSAC119.strk1;"Florida Crystal Star Award";1320,0000;"127;130";0
PSAC119;"";1320,0000;;
PSAC119.attr1;"";1480,0000;;
PSAC128C.strk1;"Oceana Crystal Award";2360,0000;"127";0
PSAC128C;"";2360,0000;;
PSAC128B;"";1720,0000;;
PSAC128A;"";1224,0000;;
PSAC155.strk1;"Crystal Heart";1596,0000;"127;130";0
PSAC155.attr1;"";1596,0000;;
PSAC15C.strk1;"Precious";1596,0000;"127;130";0
PSAC15C.attr1;"";1596,0000;;
PSAC15A.attr1;"";780,0000;;
PSAC169C.strk1;"Crystal Golf Award";1520,0000;"227";1
PSAC169C;"";1520,0000;;
PSAC169C.attr1;"";1600,0000;;
PSAC16C.strk1;"Gordon";1596,0000;"127";0
PSAC16C.attr1;"";1596,0000;;
PSAC173A.strk1;"Links";760,0000;"227";0
PSAC173A;"";760,0000;;
PSAC173B;"";920,0000;;
PSAC173C;"";1040,0000;;
PSAC173A.attr1;"";920,0000;;
PSAC173B.attr1;"";1080,0000;;
PSAC173C.attr1;"";1200,0000;;
PSAC180.strk1;"Madison Crystal Award";1320,0000;"127;130";0
PSAC180;"";1320,0000;;
PSAC194C;"World";1748,0000;"127";0
PSAC209C.strk1;"Crystal Globe Award";2000,0000;"127;130";1
PSAC209C.attr1;"";2000,0000;;
PSAC224;"Gold Angel Award";1400,0000;"127";0
PSAC225;"Gold Angel2 Award hederspris höjd 310mm";1400,0000;"127";0
PSAC36.strk1;"Crystal Trophy Football Award 280mm";2060,0000;"186";0
PSAC36;"";2060,0000;;
PSAC39.strk1;"Diva heavy crystal award";2472,0000;"127;204";0
PSAC39;"";2472,0000;;
PSAC41C.strk1;"Globe";1196,0000;"127";0
PSAC41C.attr1;"";1196,0000;;
PSAC76.strk1;"Wall Black";1808,0000;"127";0
PSAC76;"";1808,0000;;
PSAC76.attr1;"";1968,0000;;
PSAC77.strk1;"Space";1112,0000;"127;130";1
PSAC77;"";1112,0000;;
PSAC79B.strk1;"Blue";1628,0000;"127";0
PSAC79B;"";1628,0000;;
PSAC79B.attr1;"";1788,0000;;
PSAC86B.strk1;"Black";1320,0000;"127";0
PSAC86B;"";1320,0000;;
PSAC86B.attr1;"";1480,0000;;
PSAC87B;"Heaven hederspris i kristall, Gravyr ingår, höjd 205mm.";1712,0000;"127;130";0
PSAC93.strk1;"Rising Star";1116,0000;"127;130";1
PSAC93;"";1116,0000;;
PSAC93.attr1;"";1236,0000;;
PSAC96.strk1;"Wall Blue";1808,0000;"127";0
PSAC96;"";1808,0000;;
PSAC96.attr1;"";1968,0000;;
PSACRY09.attr1;"Acrylic Award Gold";820,0000;"122;127;228";1
PSACRY09.grav200;"";820,0000;;
PSBG024;"Fotboll Spelare Nyckelring";32,0000;"186";1
PSBPS28/12.strk1;"Perpetual Shield 28 entries";964,0000;"122";0
PSBPS28/12;"";964,0000;;
PSBPS28/12.attr1;"";1084,0000;;
PSBWC20B;"Pokal Tim";1356,0000;"227;252";1
PSC1241A.strk1;"Försilvrad Gadroon Salvers";4720,0000;"125;127";0
PSC1241C;"";4720,0000;;
PSC1241A;"";2712,0000;;
PSC360E;"Old English Salvers";2520,0000;"125";1
PSCN14C.strk1;"Pokal Scott, Gravyr ingår";1548,0000;"252";0
PSCN14E;"";1548,0000;;
PSCN14D;"";1076,0000;;
PSCN14C;"";1004,0000;;
PSCN1503C;"Silver Plated Chippendale Trays 300mm";4720,0000;"125;127";0
PSCN2F.strk1;"Pokal Sergio";152,0000;"252";1
PSCN2A;"";152,0000;;
PSCN2A.attr1;"";192,0000;;
PSCN2A.attr2;"";232,0000;;
PSCN5A.strk1;"Prispokal Tom från Swatkins, Gravyr ingår";3016,0000;"185;190;194;196;198;203;220;227;252;283";0
PSCN5J;"";3016,0000;;
